brand,model,price,year,region,transmission,fuel type,engine capacity,mileage,link
Volkswagen,Atlas SE,29 000,2018,Запоріжжя,Невказано, Не вказано , Не вказано , 50 тис. км ,https://auto.ria.com/uk/auto_volkswagen_atlas_31720168.html
Renault,Kangoo пасс.,9 950,2013,Бердичів,Ручна/Механіка, Дизель , Дизель , 248 тис. км ,https://auto.ria.com/uk/auto_renault_kangoo_pass_31913198.html
Volkswagen,Golf V 2L150 PS ZYMOVA GUMA,6 200,2005,Вінниця,Ручна/Механіка, Бензин, 2 л. , 195 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_v_31855163.html
BMW,525,18 800,2014,Луцьк,Автомат, Дизель, 2 л. , 230 тис. км ,https://auto.ria.com/uk/auto_bmw_525_31845716.html
Volkswagen,Passat B8,18 100,2017,Біла Церква,Автомат, Дизель, 2 л. , 183 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31815112.html
Citroen,C3 1.2 PureTech VTi AT (110 л.с.),21 794,2021,Харків,Автомат, Бензин, 1.2 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-citroen-c3-1878823.html
Mercedes-Benz,AMG GT Mercedes-AMG GT4 53 AT (435 л.с.) 4Matic+,195 428,2021,Київ,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-amg-gt-1878433.html
Lada,Vesta 1.6 MT (106 л.с.),11 342,2021,Київ,Механічна, Бензин, 1.6 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-lada-vesta-1759296.html
Mitsubishi,Eclipse Cross 1.5 T-MIVEC CVT (150 л.с.) 4x4,33 569,2021,Дніпро,Варіатор, Бензин, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mitsubishi-eclipse-cross-1877429.html
Volvo,XC60 B4 2.0D 8АT (197 л.с.) AWD,58 078,2020,Полтава,Автомат, Гібрид, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-volvo-xc60-1871036.html
Mercedes-Benz,S-Class 450 9G-Tronic (367 л.с.) Long 4Matic,154 423,2021,Одеса,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-s-class-1869436.html
Mercedes-Benz,G 400 AMG,186 800,2021,Київ,Автомат, Дизель, 2.9 л. , 1 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_g_400_31797780.html
Volkswagen,Golf IV,4 299,2001,Львів,Ручна/Механіка, Бензин, 1.4 л. , 209 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_iv_31909455.html
Volkswagen,Caddy пасс.,10 700,2011,Новоград-Волинський,Ручна/Механіка, Дизель, 1.6 л. , 320 тис. км ,https://auto.ria.com/uk/auto_volkswagen_caddy_pass_31595044.html
Renault,Megane LIMITED,6 760,2010,Дрогобич,Ручна/Механіка, Дизель, 1.5 л. , 216 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31950403.html
Volkswagen,Touran,13 500,2015,Новоград-Волинський,Автомат, Дизель, 1.6 л. , 187 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touran_31949247.html
Peugeot,3008,10 800,2012,Запоріжжя,Автомат, Дизель, 1.6 л. , 130 тис. км ,https://auto.ria.com/uk/auto_peugeot_3008_31947325.html
Volkswagen,Touareg Premium,68 888,2019,Київ,Автомат, Дизель, 3 л. , 92 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touareg_31884343.html
Peugeot,5008,7 750,2011,Рівне,Ручна/Механіка, Бензин, 1.6 л. , 141 тис. км ,https://auto.ria.com/uk/auto_peugeot_5008_31946618.html
Volkswagen,Passat B8 High Line 140kw,21 700,2016,Рівне,Автомат, Дизель, 2 л. , 135 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31945596.html
Mercedes-Benz,S-Class 500 9G-Tronic (435 л.с.) Long 4Matic,216 285,2021,Київ,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-s-class-1844614.html
Volkswagen,Passat B8,22 300,2015,Вінниця,Автомат, Дизель, 2 л. , 145 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31938504.html
Honda,Accord EXL,14 800,2016,Добропілля,Варіатор, Бензин, 2.4 л. , 87 тис. км ,https://auto.ria.com/uk/auto_honda_accord_28653881.html
Volkswagen,Golf VII,11 800,2016,Бережани,Невказано, Дизель, 1.6 л. , 142 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_vii_31931895.html
Toyota,Avensis T27,15 650,2015,Івано-Франківськ,Ручна/Механіка, Дизель , Дизель , 176 тис. км ,https://auto.ria.com/uk/auto_toyota_avensis_31927700.html
Audi,Q5 Sline etron,47 000,2020,Дрогобич,Невказано, Гібрид, 2 л. , 15 тис. км ,https://auto.ria.com/uk/auto_audi_q5_31926558.html
Mazda,3,13 900,2018,Дніпро,Автомат, Бензин, 2.5 л. , 42 тис. км ,https://auto.ria.com/uk/auto_mazda_3_31717654.html
BMW,320 320i,11 200,2008,Київ,Автомат, Бензин, 2 л. , 195 тис. км ,https://auto.ria.com/uk/auto_bmw_320_31912188.html
Mercedes-Benz,GLE 350 30D,50 999,2016,Київ,Автомат, Дизель, 2.9 л. , 101 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gle_350_31454687.html
Audi,A4 S,15 000,2014,Біла Церква,Автомат, Бензин, 2 л. , 137 тис. км ,https://auto.ria.com/uk/auto_audi_a4_31898367.html
Mercedes-Benz,ML 350,33 700,2015,Київ,Автомат, Дизель, 3 л. , 190 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_ml_350_24452523.html
Opel,Zafira Webasta,12 550,2014,Хмельницький,Ручна/Механіка, Дизель, 1.6 л. , 188 тис. км ,https://auto.ria.com/uk/auto_opel_zafira_31697998.html
Skoda,Kodiaq,38 000,2019,Хмельницький,Автомат, Дизель, 2 л. , 99 тис. км ,https://auto.ria.com/uk/auto_skoda_kodiaq_31889291.html
Jeep,Grand Cherokee 3.0 CRD OVERLAND,21 200,2011,Київ,Автомат, Дизель, 3 л. , 104 тис. км ,https://auto.ria.com/uk/auto_jeep_grand_cherokee_30825170.html
Mercedes-Benz,GLE 350,115 000,2021,Київ,Автомат, Дизель, 2.9 л. , 2 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gle_350_31779584.html
BMW,X3 Xdrive 4x4,22 500,2016,Київ,Автомат, Бензин, 2 л. , 105 тис. км ,https://auto.ria.com/uk/auto_bmw_x3_31369550.html
Mercedes-Benz,GLS 400 d AMG,139 500,2021,Київ,Типтронік, Дизель, 2.9 л. , 3 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gls_400_31623504.html
Land,Rover Range Rover Evoque,33 000,2017,Боярка,Автомат, Бензин, 2 л. , 40 тис. км ,https://auto.ria.com/uk/auto_land_rover_range_rover_evoque_31582647.html
Opel,Mokka 1.2T Direct Injection AT (130 л.с.),25 230,2021,Харків,Автомат, Бензин, 1.2 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-opel-mokka-1879265.html
Alfa,Romeo Stelvio Quadrifoglio 2.9i AT (510 л.с.) AWD,97 779,2021,Одеса,Автомат, Бензин, 2.9 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-alfa-romeo-stelvio-1872940.html
Volkswagen,Touareg 3.0 TDI AT (231 л.с.) AWD,68 500,2021,Хмельницький,Автомат, Дизель, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-volkswagen-touareg-1879378.html
Mercedes-Benz,GLE-Class Coupe AMG 53 AT (435 л.с.) 4Matic+,128 000,2021,Київ,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gle-class-1872632.html
Mercedes-Benz,GLS 400 400d AT (330 л.с.) 4Matic,139 000,2021,Київ,Автомат, Дизель, 2.9 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gls-class-1872674.html
Audi,e-tron GT e-tron Sportback 94kWh Quattro,112 980,2021,Запоріжжя,Варіатор, Електро , Електро , без пробігу ,https://auto.ria.com/uk/newauto/auto-audi-e-tron-gt-1879376.html
Mercedes-Benz,AMG GT Mercedes-AMG GT4 53 AT (435 л.с.) 4Matic+,195 429,2021,Дніпро,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-amg-gt-1879050.html
Mercedes-Benz,GLE-Class Coupe AMG 53 AT (435 л.с.) 4Matic+,143 333,2021,Київ,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gle-class-1869592.html
Mercedes-Benz,GLS 350 AMG,73 444,2018,Київ,Автомат, Дизель, 3 л. , 33 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gls_350_31946530.html
Volkswagen,Golf IV,4 650,2001,Тернопіль,Ручна/Механіка, Бензин, 1.6 л. , 199 тис. км ,https://auto.ria.com/uk/auto_volkswagen_golf_iv_31668362.html
Renault,Megane,5 850,2009,Рівне,Ручна/Механіка, Бензин, 1.6 л. , 167 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31946609.html
Skoda,Fabia,5 900,2007,Бердичів,Ручна/Механіка, Газ / Бензин, 1.4 л. , 187 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31945614.html
Audi,A6 3.0 TDI Qattro,19 299,2012,Дрогобич,Автомат, Дизель, 3 л. , 280 тис. км ,https://auto.ria.com/uk/auto_audi_a6_31943896.html
Dodge,Durango sxt,19 700,2014,Тернопіль,Автомат, Бензин, 3.6 л. , 192 тис. км ,https://auto.ria.com/uk/auto_dodge_durango_31229600.html
BMW,X5,48 890,2016,Рівне,Автомат, Дизель, 3 л. , 179 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31884268.html
Toyota,Camry,13 500,2007,Одеса,Автомат, Бензин, 2.4 л. , 135 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31938865.html
Dodge,Challenger,26 500,2015,Івано-Франківськ,Типтронік, Бензин, 3.6 л. , 135 тис. км ,https://auto.ria.com/uk/auto_dodge_challenger_30457584.html
Volkswagen,Touareg Highline Pneumatic,38 750,2015,Трускавець,Автомат, Дизель, 3 л. , 173 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touareg_31934817.html
Mitsubishi,Pajero Wagon Maximal,11 900,2008,Дніпро,Невказано, Газ / Бензин, 3 л. , 168 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_pajero_wagon_31935568.html
Volkswagen,Passat B8,14 800,2015,Київ,Автомат, Дизель, 1.6 л. , 261 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31935537.html
BMW,530 AWT luxury lline,36 500,2017,Київ,Автомат, Бензин, 2 л. , 138 тис. км ,https://auto.ria.com/uk/auto_bmw_530_31787899.html
Renault,Laguna Perehidna,6 400,2007,Долина,Ручна/Механіка, Дизель, 1.87 л. , 295 тис. км ,https://auto.ria.com/uk/auto_renault_laguna_31933651.html
Skoda,Fabia,5 500,2005,Київ,Ручна/Механіка, Бензин, 1.4 л. , 242 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31799037.html
Nissan,Rogue,15 700,2017,Бориспіль,Варіатор, Бензин, 2.5 л. , 114 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_31929962.html
Nissan,Rogue SL,14 000,2016,Дніпро,Невказано, Бензин, 2.5 л. , 130 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_28729997.html
Land,Rover Discovery Sport,37 500,2018,Дніпро,Невказано, Дизель, 2 л. , 42 тис. км ,https://auto.ria.com/uk/auto_land_rover_discovery_sport_31924113.html
Toyota,Camry Premium,37 987,2019,Львів,Автомат, Гібрид, 2.5 л. , 10 тис. км ,https://auto.ria.com/uk/auto_toyota_camry_31922876.html
Nissan,Note,8 800,2015,Хмельницький,Ручна/Механіка, Дизель, 1.5 л. , 172 тис. км ,https://auto.ria.com/uk/auto_nissan_note_31723416.html
Ford,Focus SE,9 350,2017,Полтава,Автомат, Бензин , Бензин , 44 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31911673.html
Jeep,Grand Cherokee Overland,20 200,2012,Чернігів,Автомат, Дизель, 3 л. , 126 тис. км ,https://auto.ria.com/uk/auto_jeep_grand_cherokee_31312353.html
Jeep,Wrangler Rubicon,31 000,2014,Одеса,Автомат, Дизель, 2.8 л. , 87 тис. км ,https://auto.ria.com/uk/auto_jeep_wrangler_31321457.html
Porsche,Cayenne 958,24 999,2011,Мукачеве,Автомат, Бензин, 3.6 л. , 125 тис. км ,https://auto.ria.com/uk/auto_porsche_cayenne_31359974.html
Mercedes-Benz,V 200 V 220d AT (163 л.с.) Long 4Matic,75 700,2021,Київ,Автомат, Дизель, 2.1 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-v-class-1855299.html
Chevrolet,Cobalt 1.5 AT (106 л.с.),12 446,2021,Хмельницький,Автомат, Бензин, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-chevrolet-cobalt-1872851.html
Hyundai,Kona 1.6 Turbo-GDi DCT (177 л.с.) 4WD,32 622,2021,Київ,Автомат, Бензин, 1.6 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-hyundai-kona-1879411.html
Hyundai,Ioniq Electric 38.3kWh (136 л.с.),33 414,2021,Київ,Варіатор, Електро , Електро , без пробігу ,https://auto.ria.com/uk/newauto/auto-hyundai-ioniq-electric-1879410.html
Mitsubishi,Eclipse Cross 1.5 T-MIVEC CVT (150 л.с.) 4x4,33 439,2021,Черкаси,Варіатор, Бензин, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mitsubishi-eclipse-cross-1873264.html
Ford,Kuga 1.5 EcoBlue AT (120 л.с.),30 600,2020,Київ,Автомат, Дизель, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-ford-kuga-1878632.html
Ford,Kuga 1.5 EcoBlue AT (120 л.с.),30 963,2020,Полтава,Автомат, Дизель, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-ford-kuga-1861009.html
Jaguar,I-Pace EV400 90kWh AWD,87 720,2021,Чубинське,Редуктор, Електро , Електро , без пробігу ,https://auto.ria.com/uk/newauto/auto-jaguar-i-pace-1877656.html
Land,Rover Range Rover Velar 2.0D AT (240 л.с.) AWD,82 792,2021,Львів,Автомат, Дизель, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-land-rover-range-rover-velar-1879381.html
Jaguar,XE 2.0D AT (204 л.с.) AWD,55 813,2021,Чубинське,Автомат, Дизель, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-jaguar-xe-1879158.html
BMW,730 LD AWT,79 999,2020,Київ,Типтронік, Дизель, 3 л. , 79 тис. км ,https://auto.ria.com/uk/auto_bmw_730_31752066.html
BMW,X5 M Performance,105 500,2021,Київ,Автомат, Дизель, 3 л. , 1 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31800197.html
BMW,X5,108 800,2021,Київ,Автомат, Дизель, 3 л. , 2 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31439232.html
BMW,X5 M packet 30d,44 700,2014,Рівне,Автомат, Дизель, 3 л. , 138 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31952531.html
BMW,520,17 000,2016,Тернопіль,Автомат, Дизель, 2 л. , 317 тис. км ,https://auto.ria.com/uk/auto_bmw_520_31391065.html
BMW,X5,18 800,2007,Одеса,Автомат, Бензин, 4.8 л. , 235 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31947316.html
Mercedes-Benz,E 400 4 Matik AMG,37 999,2016,Київ,Автомат, Бензин, 3 л. , 76 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_e_400_31787868.html
Kia,Sorento AUTOHAUS 1,14 999,2011,Дрогобич,Автомат, Дизель, 2.2 л. , 178 тис. км ,https://auto.ria.com/uk/auto_kia_sorento_31947692.html
Honda,CR-V,12 899,2008,Дрогобич,Ручна/Механіка, Дизель, 2.2 л. , 148 тис. км ,https://auto.ria.com/uk/auto_honda_cr_v_31947587.html
Nissan,Rogue SV,17 100,2017,Харків,Варіатор, Бензин, 2.5 л. , 91 тис. км ,https://auto.ria.com/uk/auto_nissan_rogue_31816316.html
Tesla,Model 3 MID RANGE,34 900,2018,Суми,Автомат, Електро , Електро , 52 тис. км ,https://auto.ria.com/uk/auto_tesla_model_3_31933647.html
Mitsubishi,Lancer,6 800,2008,Бровари,Невказано, Бензин, 2 л. , 241 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_lancer_31791338.html
Opel,Vivaro пасс. Pessenger,11 700,2011,Луцьк,Ручна/Механіка, Дизель, 2 л. , 245 тис. км ,https://auto.ria.com/uk/auto_opel_vivaro_pass_31931987.html
Opel,Zafira,8 650,2013,Львів,Ручна/Механіка, Дизель, 1.7 л. , 169 тис. км ,https://auto.ria.com/uk/auto_opel_zafira_31929933.html
Skoda,Kodiaq 2.0TSI Style Plus4 4,39 950,2020,Мукачеве,Автомат, Бензин, 2 л. , 9 тис. км ,https://auto.ria.com/uk/auto_skoda_kodiaq_31929835.html
Subaru,Outback,27 000,2020,Коломия,Автомат, Бензин, 2.5 л. , 11 тис. км ,https://auto.ria.com/uk/auto_subaru_outback_31926200.html
Mercedes-Benz,E 250 AMG,27 700,2013,Одеса,Автомат, Дизель, 2.1 л. , 118 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_e_250_31650943.html
Volkswagen,Passat B8,21 800,2017,Київ,Автомат, Дизель, 2 л. , 249 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31821978.html
Kia,Sorento,41 000,2018,Київ,Автомат, Дизель, 2.2 л. , 46 тис. км ,https://auto.ria.com/uk/auto_kia_sorento_31920283.html
Volkswagen,Tiguan,43 900,2021,Київ,Автомат, Бензин, 2 л. , 45 тис. км ,https://auto.ria.com/uk/auto_volkswagen_tiguan_31686135.html
Mercedes-Benz,ML 250,24 900,2014,Чернівці,Автомат, Дизель, 2.1 л. , 262 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_ml_250_31953667.html
Volkswagen,Passat B6,8 700,2009,Тернопіль,Ручна/Механіка, Дизель, 2 л. , 228 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b6_31894191.html
